Month,DATE,MILLER NAME,AREA,BRAND,BUYER NAME,NO OF DAYS,NO OF DAY REC,BILL NO,QTLS,Rate,Amount,L.H.,C.C,,TDS,Shortage,SELLER,Diff. in,Net Amt.,chq am,Ch/DD No.,CHQ DT,bank,PLACE,   BUYER NAME,? , ,BUYER NAME 
MAY-2026,2026-05-02,SAI TEJA PARBOILED RICE MILLS (P) LTD,4TH,HMT ST,,"=IF(U11>0,""Cleared"", (TODAY()-A11&""  DAYS PENDING""))","=IF(U11>0,W11-A11 & "" days"", ""PAYMENT NOT RECD"")",92,26,=5290+210,=J11*K11,=210*26,=L11*3%,,,,,=T11-U11,=J11*K11-M11-N11-Q11+O11+P11,132700,662829,2026-06-07,,MIRYALGUDA,SONA AGENCIES,,,
MAY-2026,2026-05-02,SAI TEJA PARBOILED RICE MILLS (P) LTD,4TH,HMT ST,,"=IF(U12>0,""Cleared"", (TODAY()-A12&""  DAYS PENDING""))","=IF(U12>0,W12-A12 & "" days"", ""PAYMENT NOT RECD"")",93,26,=5290+210,=J12*K12,=210*26,=L12*4%,,,,,=T12-U12,=J12*K12-M12-N12-Q12+O12+P12,131750,11059,2026-05-15,,MIRYALGUDA,PRINCE TRADING CO,,,
MAY-2026,2026-05-02,LAXMI SRINIVASA INDUSTRIES,4TH,KOLAM RAW,,"=IF(U13>0,""Cleared"", (TODAY()-A13&""  DAYS PENDING""))","=IF(U13>0,W13-A13 & "" days"", ""PAYMENT NOT RECD"")",12,89.96,6800,=J13*K13,,,,,,,=T13-U13,=J13*K13-M13-N13-Q13+O13+P13,=346300+200000+50994,rtgs,2026-07-10,"50994/-rtgs,10/7/2026",SURYAPET,K.R BASAVRAJ SONS,,,
MAY-2026,2026-05-02,MAHENDRA RICE INDUSTRY,MGB,KOLAM ST,,"=IF(U14>0,""Cleared"", (TODAY()-A14&""  DAYS PENDING""))","=IF(U14>0,W14-A14 & "" days"", ""PAYMENT NOT RECD"")",329,13,=5640+210,=J14*K14,=210*13,=L14*4%,,,,,=T14-U14,=J14*K14-M14-N14-Q14+O14+P14,70278,rtgs,2026-05-14,,MIRYALGUDA,HIRA TRADERS,,,
MAY-2026,2026-05-02,MAHENDRA RICE INDUSTRY,BHADRA,KOLAM ST,,"=IF(U15>0,""Cleared"", (TODAY()-A15&""  DAYS PENDING""))","=IF(U15>0,W15-A15 & "" days"", ""PAYMENT NOT RECD"")",330,58.76,=5640+210,=J15*K15,=210*58.76,=L15*4%,,,,,=T15-U15,=J15*K15-M15-N15-Q15+O15+P15,317500,rtgs,2026-05-13,,MIRYALGUDA,GSS CASH BUSINESS,,,
MAY-2026,2026-05-02,MAHENDRA RICE INDUSTRY,4TH,KOLAM ST,,"=IF(U16>0,""Cleared"", (TODAY()-A16&""  DAYS PENDING""))","=IF(U16>0,W16-A16 & "" days"", ""PAYMENT NOT RECD"")",331,31.98,=5640+210,=J16*K16,=210*31.98,=L16*3%,,,,,=T16-U16,=J16*K16-M16-N16-Q16+O16+P16,174750,RTGS,2026-06-04,,MIRYALGUDA,SHARANABASAVESHWARA TRADING CO,,,
MAY-2026,2026-05-02,MAHENDRA RICE INDUSTRY,4TH,BROKENS,,"=IF(U17>0,""Cleared"", (TODAY()-A17&""  DAYS PENDING""))","=IF(U17>0,W17-A17 & "" days"", ""PAYMENT NOT RECD"")",332,55.38,=3290+210,=J17*K17,=210*55.38,=L17*3%,,,,,=T17-U17,=J17*K17-M17-N17-Q17+O17+P17,341200,107100,2026-06-02,,MIRYALGUDA,P.V.N ENTERPRISES,,,
MAY-2026,2026-05-02,MAHENDRA RICE INDUSTRY,4TH,KOLAM ST,,"=IF(U18>0,""Cleared"", (TODAY()-A18&""  DAYS PENDING""))","=IF(U18>0,W18-A18 & "" days"", ""PAYMENT NOT RECD"")",332,29.9,=5690+210,=J18*K18,=210*29.9,=L18*3%,,,,,=T18-U18,=J18*K18-M18-N18-Q18+O18+P18,164817,107100,2026-06-02,,MIRYALGUDA,P.V.N ENTERPRISES,,,
MAY-2026,2026-05-02,MAHENDRA RICE INDUSTRY,6TH,KOLAM RAW,,"=IF(U19>0,""Cleared"", (TODAY()-A19&""  DAYS PENDING""))","=IF(U19>0,W19-A19 & "" days"", ""PAYMENT NOT RECD"")",333,39,=6990+210,=J19*K19,=210*39,=L19*3%,,,,,=T19-U19,=J19*K19-M19-N19-Q19+O19+P19,264180,362633,2026-06-05,,MIRYALGUDA,RAGHURAM ENTERPRISES,,,
MAY-2026,2026-05-02,MAHENDRA RICE INDUSTRY,4TH,KOLAM RAW,,"=IF(U20>0,""Cleared"", (TODAY()-A20&""  DAYS PENDING""))","=IF(U20>0,W20-A20 & "" days"", ""PAYMENT NOT RECD"")",334,16.12,=6990+210,=J20*K20,=210*16.12,=L20*4%,,,,,=T20-U20,=J20*K20-M20-N20-Q20+O20+P20,108035,RTGS,2026-05-16,,MIRYALGUDA,NATIONAL TRADING CO,,,
MAY-2026,2026-05-02,MAHENDRA RICE INDUSTRY,MGB,KOLAM RAW,,"=IF(U21>0,""Cleared"", (TODAY()-A21&""  DAYS PENDING""))","=IF(U21>0,W21-A21 & "" days"", ""PAYMENT NOT RECD"")",335,52,=6990+210,=J21*K21,=210*52,=L21*4%,,,,,=T21-U21,=J21*K21-M21-N21-Q21+O21+P21,348500,39168,2026-05-26,,MIRYALGUDA,V.K FOODS,,,
MAY-2026,2026-05-02,MAHENDRA RICE INDUSTRY,4TH,KOLAM ST,,"=IF(U22>0,""Cleared"", (TODAY()-A22&""  DAYS PENDING""))","=IF(U22>0,W22-A22 & "" days"", ""PAYMENT NOT RECD"")",336,29.9,=5690+210,=J22*K22,=210*29.9,=L22*4%,,,,,=T22-U22,=J22*K22-M22-N22-Q22+O22+P22,163000,11058,2026-05-15,,MIRYALGUDA,PRINCE TRADING CO,,,
MAY-2026,2026-05-02,MAHENDRA RICE INDUSTRY,NT PET,KOLAM ST,,"=IF(U23>0,""Cleared"", (TODAY()-A23&""  DAYS PENDING""))","=IF(U23>0,W23-A23 & "" days"", ""PAYMENT NOT RECD"")",337,34.06,=5690+210,=J23*K23,=210*34.06,=L23*4%,,,,,=T23-U23,=J23*K23-M23-N23-Q23+O23+P23,185763,RTGS',2026-05-20,,MIRYALGUDA,ADAM TRADERS,,,
MAY-2026,2026-05-02,VENKATANARAYAN TRADERS,BHADRA,KNM ST,,"=IF(U24>0,""Cleared"", (TODAY()-A24&""  DAYS PENDING""))","=IF(U24>0,W24-A24 & "" days"", ""PAYMENT NOT RECD"")",43,143,=4470+130,=J24*K24,=130*143,=L24*3%,,,,,=T24-U24,=J24*K24-M24-N24-Q24+O24+P24,=300000+319476,1150/1151,2026-06-06,,SINDANOORU,GLOBAL ENTERPRISES,,,
MAY-2026,2026-05-02,VENKATANARAYAN TRADERS,6TH,KNM ST,,"=IF(U25>0,""Cleared"", (TODAY()-A25&""  DAYS PENDING""))","=IF(U25>0,W25-A25 & "" days"", ""PAYMENT NOT RECD"")",44,26,=4870+130,=J25*K25,=130*26,=L25*3%,,,,,=T25-U25,=J25*K25-M25-N25-Q25+O25+P25,122700,RTGS,2026-06-05,,SINDANOORU,VIJAYA SIMHA TRADERS,,,
MAY-2026,2026-05-02,SALSAR ENTERPRISES,MGB,K.K10KGS,,"=IF(U26>0,""Cleared"", (TODAY()-A26&""  DAYS PENDING""))","=IF(U26>0,W26-A26 & "" days"", ""PAYMENT NOT RECD"")",9,100,7476,=J26*K26,=300*100,,,,,,=T26-U26,=J26*K26-M26-N26-Q26+O26+P26,754980,RTGS,2026-05-20,,NAGPUR,MOOKAMBIKA TRADING CO,,,
MAY-2026,2026-05-02,SALSAR ENTERPRISES,4TH,K.K10KGS,,"=IF(U27>0,""Cleared"", (TODAY()-A27&""  DAYS PENDING""))","=IF(U27>0,W27-A27 & "" days"", ""PAYMENT NOT RECD"")",10,20,7476,=J27*K27,=300*20,,,,,,=T27-U27,=J27*K27-M27-N27-Q27+O27+P27,=75426+75426,6452/6435,2026-05-27,"75426/-6435,15/52/2026",NAGPUR,IDEAL & CO,,,
MAY-2026,2026-05-02,SALSAR ENTERPRISES,6TH,K.K10KGS,,"=IF(U28>0,""Cleared"", (TODAY()-A28&""  DAYS PENDING""))","=IF(U28>0,W28-A28 & "" days"", ""PAYMENT NOT RECD"")",12,30,7668,=J28*K28,=300*30,,,,,,=T28-U28,=J28*K28-M28-N28-Q28+O28+P28,232542,RTGS,2026-05-19,,NAGPUR,MEHBOOB & CO,,,
MAY-2026,2026-05-02,RIDDHE SIDDHE RICE INDUSTRIES PVT LTD,6TH,K.K,,"=IF(U29>0,""Cleared"", (TODAY()-A29&""  DAYS PENDING""))","=IF(U29>0,W29-A29 & "" days"", ""PAYMENT NOT RECD"")",244,30,7600,=J29*K29,=300*30,=L29*4%,,,,,=T29-U29,=J29*K29-M29-N29-Q29+O29+P29,210240,rtgs,2026-05-13,,GADCHIROLLI,KOHINOOR FOOD AGENCIES,,,
MAY-2026,2026-05-02,RIDDHE SIDDHE RICE INDUSTRIES PVT LTD,BHADRA,K.K,,"=IF(U30>0,""Cleared"", (TODAY()-A30&""  DAYS PENDING""))","=IF(U30>0,W30-A30 & "" days"", ""PAYMENT NOT RECD"")",245,30,7600,=J30*K30,=300*30,=L30*3%,,,,,=T30-U30,=J30*K30-M30-N30-Q30+O30+P30,212160,rtgs,#VALUE!,,GADCHIROLLI,HTM CORPORATION,,,
MAY-2026,2026-05-02,RIDDHE SIDDHE RICE INDUSTRIES PVT LTD,6TH,K.K,,"=IF(U31>0,""Cleared"", (TODAY()-A31&""  DAYS PENDING""))","=IF(U31>0,W31-A31 & "" days"", ""PAYMENT NOT RECD"")",246,30,7600,=J31*K31,=30*300,=L31*4%,,,,,=T31-U31,=J31*K31-M31-N31-Q31+O31+P31,209700,rtgs,2026-05-19,,GADCHIROLLI,UMAR & CO,,,
MAY-2026,2026-05-02,RIDDHE SIDDHE RICE INDUSTRIES PVT LTD,MGB,K.K,,"=IF(U32>0,""Cleared"", (TODAY()-A32&""  DAYS PENDING""))","=IF(U32>0,W32-A32 & "" days"", ""PAYMENT NOT RECD"")",247,21.6,7590,=J32*K32,=300*21.69,=L32*4%,,,,,=T32-U32,=J32*K32-M32-N32-Q32+O32+P32,150700,RTGS,2026-05-25,,GADCHIROLLI,V.K FOODS,,,
MAY-2026,2026-05-02,RIDDHE SIDDHE RICE INDUSTRIES PVT LTD,MGB,K.K,,"=IF(U33>0,""Cleared"", (TODAY()-A33&""  DAYS PENDING""))","=IF(U33>0,W33-A33 & "" days"", ""PAYMENT NOT RECD"")",248,88.5,=7800,=J33*K33,=300*88.5,=L33*4%,,,,,=T33-U33,=J33*K33-M33-N33-Q33+O33+P33,635474,rtgs,2026-05-20,,GADCHIROLLI,POPULAR TRADERS,,,
JUNE - 2026,,,4TH,HMT ST,,"=IF(U2>0,""Cleared"", (TODAY()-A2&""  DAYS PENDING""))","=IF(U2>0,W2-A2 & "" days"", ""PAYMENT NOT RECD"")",250,300.04,=5380+220,=J2*K2,=220*300.04,=L2*3%,,,,,=T2-U2,=J2*K2-M2-N2-Q2+O2+P2,1563200,69153,2026-07-08,,MIRYALGUDA,,2026-06-01,SAI TEJA PARBOILED RICE MILLS (P) LTD,PLATINUM TRADERS
JUNE - 2026,,,BHADRA,HMT ST,,"=IF(U3>0,""Cleared"", (TODAY()-A3&""  DAYS PENDING""))","=IF(U3>0,W3-A3 & "" days"", ""PAYMENT NOT RECD"")",251,41.6,=5380+220,=J3*K3,=220*41.6,=L3*3%,,,,,=T3-U3,=J3*K3-M3-N3-Q3+O3+P3,216800,10803,2026-07-08,,MIRYALGUDA,,2026-06-01,SAI TEJA PARBOILED RICE MILLS (P) LTD,ILS AKBAR CO
JUNE - 2026,,,4TH,HMT ST,,"=IF(U4>0,""Cleared"", (TODAY()-A4&""  DAYS PENDING""))","=IF(U4>0,W4-A4 & "" days"", ""PAYMENT NOT RECD"")",252,18.46,=5380+220,=J4*K4,=220*18.46,=L4*4%,,,,,=T4-U4,=J4*K4-M4-N4-Q4+O4+P4,95119,368,2026-06-17,,MIRYALGUDA,,2026-06-01,SAI TEJA PARBOILED RICE MILLS (P) LTD,G.K UDYOG
JUNE - 2026,,,6TH,HMT ST,,"=IF(U5>0,""Cleared"", (TODAY()-A5&""  DAYS PENDING""))","=IF(U5>0,W5-A5 & "" days"", ""PAYMENT NOT RECD"")",253,52,=5480+220,=J5*K5,=220*52,=L5*3%,,,,,=T5-U5,=J5*K5-M5-N5-Q5+O5+P5,275950,668,2026-07-10,,MIRYALGUDA,,2026-06-01,SAI TEJA PARBOILED RICE MILLS (P) LTD,NANJUNDESHWARA AGENCIES
JUNE - 2026,,,4TH,HMT ST,,"=IF(U6>0,""Cleared"", (TODAY()-A6&""  DAYS PENDING""))","=IF(U6>0,W6-A6 & "" days"", ""PAYMENT NOT RECD"")",254,26,=5480+220,=J6*K6,=220*26,=L6*3%,,,,,=T6-U6,=J6*K6-M6-N6-Q6+O6+P6,138000,rtgs,2026-07-07,,MIRYALGUDA,,2026-06-01,SAI TEJA PARBOILED RICE MILLS (P) LTD,SHARANABASAVESHWARA TRADING CO
JUNE - 2026,,,6TH,HMT ST,,"=IF(U7>0,""Cleared"", (TODAY()-A7&""  DAYS PENDING""))","=IF(U7>0,W7-A7 & "" days"", ""PAYMENT NOT RECD"")",255,26,=5580+220,=J7*K7,=220*26,=L7*4%,,,,,=T7-U7,=J7*K7-M7-N7-Q7+O7+P7,138900,rtgs,2026-06-18,,MIRYALGUDA,,2026-06-01,SAI TEJA PARBOILED RICE MILLS (P) LTD,SRI RAMA CASH & CARRY
JUNE - 2026,,,6TH,HMT ST,,"=IF(U8>0,""Cleared"", (TODAY()-A8&""  DAYS PENDING""))","=IF(U8>0,W8-A8 & "" days"", ""PAYMENT NOT RECD"")",256,26,=5580+220,=J8*K8,=220*26,=L8*3%,,,,,=T8-U8,=J8*K8-M8-N8-Q8+O8+P8,140500,rtgs,2026-07-08,,MIRYALGUDA,,2026-06-01,SAI TEJA PARBOILED RICE MILLS (P) LTD,UPLETA TRADERS
JUNE - 2026,,,5TH,HMT ST,,"=IF(U9>0,""Cleared"", (TODAY()-A9&""  DAYS PENDING""))","=IF(U9>0,W9-A9 & "" days"", ""PAYMENT NOT RECD"")",257,20.8,=5580+220,=J9*K9,=220*20.8,=L9*4%,,,,,=T9-U9,=J9*K9-M9-N9-Q9+O9+P9,111180,RTGS,2026-06-10,,MIRYALGUDA,,2026-06-01,SAI TEJA PARBOILED RICE MILLS (P) LTD,SEEMA TRADERS
JUNE - 2026,,,5TH,HMT ST,,"=IF(U10>0,""Cleared"", (TODAY()-A10&""  DAYS PENDING""))","=IF(U10>0,W10-A10 & "" days"", ""PAYMENT NOT RECD"")",259,31.2,=5580+220,=J10*K10,=220*31.2,=L10*3%,,,1567.2,,=T10-U10,=J10*K10-M10-N10-Q10+O10+P10,167100,RTGS,2026-07-04,NANI SIR,MIRYALGUDA,,2026-06-01,SAI TEJA PARBOILED RICE MILLS (P) LTD,BABA TRADERS
JUNE - 2026,,,6TH,HMT ST,,"=IF(U11>0,""Cleared"", (TODAY()-A11&""  DAYS PENDING""))","=IF(U11>0,W11-A11 & "" days"", ""PAYMENT NOT RECD"")",260,52,=5380+220,=J11*K11,=220*52,=L11*3%,,,,,=T11-U11,=J11*K11-M11-N11-Q11+O11+P11,271000,RTGS,2026-07-05,,MIRYALGUDA,,2026-06-01,SAI TEJA PARBOILED RICE MILLS (P) LTD,SUMAIAYA ENTERPRISES
JUNE - 2026,,,GADCHIROLLI,KOLAM RAW,,"=IF(U12>0,""Cleared"", (TODAY()-A12&""  DAYS PENDING""))","=IF(U12>0,W12-A12 & "" days"", ""PAYMENT NOT RECD"")",110,260.1,7030,=J12*K12,,=L12*4%,,,,,=T12-U12,=J12*K12-M12-N12-Q12+O12+P12,1755362,RTGS,2026-06-17,,HUZURNAGAR,,2026-06-01,VENKATARAMANA PARBOILED MODERN RICE MILL,ANNAPURNA RICE & AGRO INDUSTRIES
JUNE - 2026,,,4TH,K.K,,"=IF(U13>0,""Cleared"", (TODAY()-A13&""  DAYS PENDING""))","=IF(U13>0,W13-A13 & "" days"", ""PAYMENT NOT RECD"")",188,260.1,8000,=J13*K13,=220*260.1,=L13*4%,,,9787,,=T13-U13,=J13*K13-M13-N13-Q13+O13+P13,1930559,RTGS,2026-06-15,TDS AMOUNT,GADCHIROLLI,,2026-06-01,ANNAPURNA RICE & AGRO INDUSTRIES,PLATINUM TRADERS
JUNE - 2026,,,6TH,K.K,,"=IF(U14>0,""Cleared"", (TODAY()-A14&""  DAYS PENDING""))","=IF(U14>0,W14-A14 & "" days"", ""PAYMENT NOT RECD"")",299,39,7800,=J14*K14,=330*39,=L14*4%,,,,,=T14-U14,=J14*K14-M14-N14-Q14+O14+P14,279150,rtgs,2026-06-17,,GADCHIROLLI,,2026-06-02,BHAGWATI RICE AND AGRO INDUSTRIES,SUPREME TRADERS
JUNE - 2026,,,4TH,K.K,,"=IF(U15>0,""Cleared"", (TODAY()-A15&""  DAYS PENDING""))","=IF(U15>0,W15-A15 & "" days"", ""PAYMENT NOT RECD"")",300,30,7800,=J15*K15,=330*30,=L15*4%,,,,,=T15-U15,=J15*K15-M15-N15-Q15+O15+P15,214700,RTGS,2026-06-16,,GADCHIROLLI,,2026-06-02,BHAGWATI RICE AND AGRO INDUSTRIES,HANUMAN TRADING CO
JUNE - 2026,,,4TH,K.K,,"=IF(U16>0,""Cleared"", (TODAY()-A16&""  DAYS PENDING""))","=IF(U16>0,W16-A16 & "" days"", ""PAYMENT NOT RECD"")",301,30,7800,=J16*K16,=330*30,=L16*4%,,,,,=T16-U16,=J16*K16-M16-N16-Q16+O16+P16,214640,8767,2026-06-12,,GADCHIROLLI,,2026-06-02,BHAGWATI RICE AND AGRO INDUSTRIES,CVT 
JUNE - 2026,,,BHADRA,K.K,,"=IF(U17>0,""Cleared"", (TODAY()-A17&""  DAYS PENDING""))","=IF(U17>0,W17-A17 & "" days"", ""PAYMENT NOT RECD"")",302,25.2,=7800,=J17*K17,=330*25.2,=L17*3%,,,,,=T17-U17,=J17*K17-M17-N17-Q17+O17+P17,182350,RTGS,2026-06-28,,GADCHIROLLI,,2026-06-02,BHAGWATI RICE AND AGRO INDUSTRIES,HTM CORPORATION
JUNE - 2026,,,4TH,K.K,,"=IF(U18>0,""Cleared"", (TODAY()-A18&""  DAYS PENDING""))","=IF(U18>0,W18-A18 & "" days"", ""PAYMENT NOT RECD"")",303,30,7800,=J18*K18,=330*30,=L18*4%,,,,,=T18-U18,=J18*K18-M18-N18-Q18+O18+P18,214700,707177,2026-06-15,,GADCHIROLLI,,2026-06-02,BHAGWATI RICE AND AGRO INDUSTRIES,P.V.N ENTERPRISES
JUNE - 2026,,,4TH,K.K,,"=IF(U19>0,""Cleared"", (TODAY()-A19&""  DAYS PENDING""))","=IF(U19>0,W19-A19 & "" days"", ""PAYMENT NOT RECD"")",304,30,7800,=J19*K19,=330*30,=L19*4%,,,,,=T19-U19,=J19*K19-M19-N19-Q19+O19+P19,214700,RTGS',2026-06-16,,GADCHIROLLI,,2026-06-02,BHAGWATI RICE AND AGRO INDUSTRIES,VIJAYALAKSHMI AGENCIES
JUNE - 2026,,,BDA,K.K,,"=IF(U20>0,""Cleared"", (TODAY()-A20&""  DAYS PENDING""))","=IF(U20>0,W20-A20 & "" days"", ""PAYMENT NOT RECD"")",305,26.4,7800,=J20*K20,=330*26.4,=L20*4%,,,,,=T20-U20,=J20*K20-M20-N20-Q20+O20+P20,188900,RTGS,2026-06-15,,GADCHIROLLI,,2026-06-02,BHAGWATI RICE AND AGRO INDUSTRIES,NICE RICE TRADERS
JUNE - 2026,,,MGB,MADHURAM,,"=IF(U21>0,""Cleared"", (TODAY()-A21&""  DAYS PENDING""))","=IF(U21>0,W21-A21 & "" days"", ""PAYMENT NOT RECD"")",306,52,10800,=J21*K21,=330*52,=L21*4%,,,,,=T21-U21,=J21*K21-M21-N21-Q21+O21+P21,521391,RTGS,2026-06-18,,GADCHIROLLI,,2026-06-02,BHAGWATI RICE AND AGRO INDUSTRIES,POPULAR TRADERS
JUNE - 2026,,,MGB,MADHURAM,,"=IF(U22>0,""Cleared"", (TODAY()-A22&""  DAYS PENDING""))","=IF(U22>0,W22-A22 & "" days"", ""PAYMENT NOT RECD"")",307,18.46,10800,=J22*K22,=330*18.46,=L22*4%,,,,,=T22-U22,=J22*K22-M22-N22-Q22+O22+P22,185300,RTGS,2026-06-16,,GADCHIROLLI,,2026-06-02,BHAGWATI RICE AND AGRO INDUSTRIES,HIRA TRADERS
JUNE - 2026,,,MGB,MADHURAM,,"=IF(U23>0,""Cleared"", (TODAY()-A23&""  DAYS PENDING""))","=IF(U23>0,W23-A23 & "" days"", ""PAYMENT NOT RECD"")",308,13,10368,=J23*K23,,,,,,,=T23-U23,=J23*K23-M23-N23-Q23+O23+P23,134784,RTGS,2026-06-11,,GADCHIROLLI,,2026-06-02,BHAGWATI RICE AND AGRO INDUSTRIES,SURESH & CO
JUNE - 2026,,,4TH,MADHURAM,,"=IF(U24>0,""Cleared"", (TODAY()-A24&""  DAYS PENDING""))","=IF(U24>0,W24-A24 & "" days"", ""PAYMENT NOT RECD"")",309,26,10800,=J24*K24,=330*26,=L24*4%,,,,,=T24-U24,=J24*K24-M24-N24-Q24+O24+P24,260950,69405,2026-06-17,,GADCHIROLLI,,2026-06-02,BHAGWATI RICE AND AGRO INDUSTRIES,PLATINUM TRADERS
JUNE - 2026,,,NAGAWARA,K.K,,"=IF(U25>0,""Cleared"", (TODAY()-A25&""  DAYS PENDING""))","=IF(U25>0,W25-A25 & "" days"", ""PAYMENT NOT RECD"")",319,300,7800,=J25*K25,=325*300,=L25*4%,,,,,=T25-U25,=J25*K25-M25-N25-Q25+O25+P25,2148900,RTGS,2026-06-16,,GADCHIROLLI,,2026-06-02,BHAGWATI RICE AND AGRO INDUSTRIES,KANNI TRADERS
JUNE - 2026,,,CHANNARAYAPATNA,KOLAM ST,,"=IF(U26>0,""Cleared"", (TODAY()-A26&""  DAYS PENDING""))","=IF(U26>0,W26-A26 & "" days"", ""PAYMENT NOT RECD"")",646,37.96,=5980+220,=J26*K26,=220*37.96,=L26*4%,,,,,=T26-U26,=J26*K26-M26-N26-Q26+O26+P26,217580,rtgs,2026-06-07,,MIRYALGUDA,,2026-06-02,MAHENDRA RICE INDUSTRY,KANNIKA TRADERS
JUNE - 2026,,,KAVERI,KOLAM ST,,"=IF(U27>0,""Cleared"", (TODAY()-A27&""  DAYS PENDING""))","=IF(U27>0,W27-A27 & "" days"", ""PAYMENT NOT RECD"")",647,50.96,=5980+220,=J27*K27,=220*50.96,=L27*3%,,,,,=T27-U27,=J27*K27-M27-N27-Q27+O27+P27,295260,rtgs,2026-07-09,,MIRYALGUDA,,2026-06-02,MAHENDRA RICE INDUSTRY,SHIVAYOGI TRADERS
JUNE - 2026,,,BHADRA,KOLAM ST,,"=IF(U28>0,""Cleared"", (TODAY()-A28&""  DAYS PENDING""))","=IF(U28>0,W28-A28 & "" days"", ""PAYMENT NOT RECD"")",648,50.96,=5980+220,=J28*K28,=220*50.96,=L28*4%,,,,,=T28-U28,=J28*K28-M28-N28-Q28+O28+P28,292104,RTGS,2026-06-15,,MIRYALGUDA,,2026-06-02,MAHENDRA RICE INDUSTRY,GSS CASH BUSINESS
JUNE - 2026,,,6TH,KOLAM ST,,"=IF(U29>0,""Cleared"", (TODAY()-A29&""  DAYS PENDING""))","=IF(U29>0,W29-A29 & "" days"", ""PAYMENT NOT RECD"")",649,99.32,=5980+220,=J29*K29,=220*99.32,=L29*3%,,,,,=T29-U29,=J29*K29-M29-N29-Q29+O29+P29,=400000+175460,387533/387534,2026-07-04,,MIRYALGUDA,,2026-06-02,MAHENDRA RICE INDUSTRY,RAGHURAM ENTERPRISES
JUNE - 2026,,,4TH,KOLAM ST,,"=IF(U30>0,""Cleared"", (TODAY()-A30&""  DAYS PENDING""))","=IF(U30>0,W30-A30 & "" days"", ""PAYMENT NOT RECD"")",650,15.08,=5980+220,=J30*K30,=220*15.08,=L30*3%,,,,,=T30-U30,=J30*K30-M30-N30-Q30+O30+P30,87370,rtgs,2026-07-07,,MIRYALGUDA,,2026-06-02,MAHENDRA RICE INDUSTRY,SHARANABASAVESHWARA TRADING CO
JUNE - 2026,,,4TH,KOLAM ST,,"=IF(U31>0,""Cleared"", (TODAY()-A31&""  DAYS PENDING""))","=IF(U31>0,W31-A31 & "" days"", ""PAYMENT NOT RECD"")",651,37.96,=5980+220,=J31*K31,=220*37.96,=L31*4%,,,,,=T31-U31,=J31*K31-M31-N31-Q31+O31+P31,217500,rtgs,2026-06-19,,MIRYALGUDA,,2026-06-02,MAHENDRA RICE INDUSTRY,RAJA TRADERS 4TH
JUNE - 2026,,,4TH,KOLAM ST,,"=IF(U32>0,""Cleared"", (TODAY()-A32&""  DAYS PENDING""))","=IF(U32>0,W32-A32 & "" days"", ""PAYMENT NOT RECD"")",652,17.94,=5980+220,=J32*K32,=220*17.94,,,,,,=T32-U32,=J32*K32-M32-N32-Q32+O32+P32,,,,,MIRYALGUDA,,2026-06-02,MAHENDRA RICE INDUSTRY,K.R BASAVRAJ SONS
JUNE - 2026,,,BHADRA,GREEN APPLE,,"=IF(U33>0,""Cleared"", (TODAY()-A33&""  DAYS PENDING""))","=IF(U33>0,W33-A33 & "" days"", ""PAYMENT NOT RECD"")",193,31.2,=4435+165,=J33*K33,=165*31.2,=L33*3%,,,,,=T33-U33,=J33*K33-M33-N33-Q33+O33+P33,134000,100518,2026-07-07,,NELLORE,,2026-06-02,MVR RAW & BOILED RICE MILL,LAKSHMI TRADERS
JUNE - 2026,,,4TH,GREEN APPLE,,"=IF(U34>0,""Cleared"", (TODAY()-A34&""  DAYS PENDING""))","=IF(U34>0,W34-A34 & "" days"", ""PAYMENT NOT RECD"")",194,26,=4435+165,=J34*K34,=165*26,4784,,,126,,=T34-U34,=J34*K34-M34-N34-Q34+O34+P34,110400,RTGS,2026-06-19,SBI,NELLORE,,2026-06-02,MVR RAW & BOILED RICE MILL,SAI RAM ENTERPRISES
JUNE - 2026,,,4TH,GREEN APPLE,,"=IF(U35>0,""Cleared"", (TODAY()-A35&""  DAYS PENDING""))","=IF(U35>0,W35-A35 & "" days"", ""PAYMENT NOT RECD"")",195,20.8,=4435+165,=J35*K35,=165*20.8,=L35*4%,,,,,=T35-U35,=J35*K35-M35-N35-Q35+O35+P35,88421,197121,2026-06-11,,NELLORE,,2026-06-02,MVR RAW & BOILED RICE MILL,ANANPURNA TRADERS
JUNE - 2026,,,5TH,GREEN APPLE,,"=IF(U36>0,""Cleared"", (TODAY()-A36&""  DAYS PENDING""))","=IF(U36>0,W36-A36 & "" days"", ""PAYMENT NOT RECD"")",196,39,=4435+165,=J36*K36,=165*39,=L36*4%,,,,,=T36-U36,=J36*K36-M36-N36-Q36+O36+P36,165700,682116,2026-06-12,,NELLORE,,2026-06-02,MVR RAW & BOILED RICE MILL,SEEMA TRADERS
JUNE - 2026,,,4TH,GREEN APPLE,,"=IF(U37>0,""Cleared"", (TODAY()-A37&""  DAYS PENDING""))","=IF(U37>0,W37-A37 & "" days"", ""PAYMENT NOT RECD"")",197,39,=4435+165,=J37*K37,=165*39,=L37*4%,,,,,=T37-U37,=J37*K37-M37-N37-Q37+O37+P37,165700,rtgs,2026-06-12,,NELLORE,,2026-06-02,MVR RAW & BOILED RICE MILL,SHANKAR AGENICES
