Month,DATE,MILLER NAME,AREA,BRAND,BUYER NAME,NO OF DAYS,NO OF DAY REC,BILL NO,QTLS,Rate,Amount,L.H.,C.C,,TDS,Shortage,SELLER,Diff. in,Net Amt.,chq am,Ch/DD No.,CHQ DT,bank,PLACE,   BUYER NAME,? , ,BUYER NAME 
JUNE - 2026,,,5TH,GREEN APPLE,,"=IF(U38>0,""Cleared"", (TODAY()-A38&""  DAYS PENDING""))","=IF(U38>0,W38-A38 & "" days"", ""PAYMENT NOT RECD"")",198,20.8,=4435+165,=J38*K38,=165*20.8,=L38*4%,,,,,=T38-U38,=J38*K38-M38-N38-Q38+O38+P38,88300,5653,2026-06-16,,NELLORE,,2026-06-02,MVR RAW & BOILED RICE MILL,ARUN TRADERS
JUNE - 2026,,,5TH,GREEN APPLE,,"=IF(U39>0,""Cleared"", (TODAY()-A39&""  DAYS PENDING""))","=IF(U39>0,W39-A39 & "" days"", ""PAYMENT NOT RECD"")",199,53.82,=4435+165,=J39*K39,=165*53.82,=L39*5%,,,,,=T39-U39,=J39*K39-M39-N39-Q39+O39+P39,226200,RTGS,2026-06-04,,NELLORE,,2026-06-02,MVR RAW & BOILED RICE MILL,N.MUNISWAMY REDDY
JUNE - 2026,,,6TH,GREEN APPLE,,"=IF(U40>0,""Cleared"", (TODAY()-A40&""  DAYS PENDING""))","=IF(U40>0,W40-A40 & "" days"", ""PAYMENT NOT RECD"")",200,=52+52,=4435+165,=J40*K40,=165*104,=L40*4%,,,,,=T40-U40,=J40*K40-M40-N40-Q40+O40+P40,442000,7781,2026-06-16,,NELLORE,,2026-06-02,MVR RAW & BOILED RICE MILL,RAJALAKSMI TRADERS (NN)
JUNE - 2026,,,5TH,SONA PONNI,,"=IF(U41>0,""Cleared"", (TODAY()-A41&""  DAYS PENDING""))","=IF(U41>0,W41-A41 & "" days"", ""PAYMENT NOT RECD"")",617,13,5838,=J41*K41,1430,=L41*4%,,,,,=T41-U41,=J41*K41-M41-N41-Q41+O41+P41,71400,682117,2026-06-12,,SALEM,,2026-06-02,A.DURAISAMY MODERN RICE MILL,SEEMA TRADERS
JUNE - 2026,,,BDA,SONA PONNI,,"=IF(U42>0,""Cleared"", (TODAY()-A42&""  DAYS PENDING""))","=IF(U42>0,W42-A42 & "" days"", ""PAYMENT NOT RECD"")",618,26,5838,=J42*K42,2860,=L42*4%,,,,,=T42-U42,=J42*K42-M42-N42-Q42+O42+P42,142868,RTGS,2026-06-22,,SALEM,,2026-06-02,A.DURAISAMY MODERN RICE MILL,SAI RAM TRADING CO
JUNE - 2026,,,BHADRA,SONA PONNI,,"=IF(U43>0,""Cleared"", (TODAY()-A43&""  DAYS PENDING""))","=IF(U43>0,W43-A43 & "" days"", ""PAYMENT NOT RECD"")",619,130,5838,=J43*K43,14300,=L43*4%,,,,,=T43-U43,=J43*K43-M43-N43-Q43+O43+P43,714200,RTGS,2026-06-15,,SALEM,,2026-06-02,A.DURAISAMY MODERN RICE MILL,GSS CASH BUSINESS
JUNE - 2026,,,BHADRA,KL BRAND,,"=IF(U44>0,""Cleared"", (TODAY()-A44&""  DAYS PENDING""))","=IF(U44>0,W44-A44 & "" days"", ""PAYMENT NOT RECD"")",2371,300.04,6840,=J44*K44,,=L44*5%,,,,,=T44-U44,=J44*K44-M44-N44-Q44+O44+P44,1945770,rtgs,2026-06-03,,JAGTIAL,,2026-06-02,HANUMANSAI TRADERS,GSS CASH BUSINESS
JULY - 2026,2026-07-01,SALSAR ENTERPRISES,MGB,K.K10KGS,,"=IF(U2>0,""Cleared"", (TODAY()-A2&""  DAYS PENDING""))","=IF(U2>0,W2-A2 & "" days"", ""PAYMENT NOT RECD"")",32,100,7900,=J2*K2,=300*100,,,,,,=T2-U2,=J2*K2-M2-N2-Q2+O2+P2,,,,,NAGPUR,MOOKAMBIKA TRADING CO,,,
JULY - 2026,2026-07-01,SALSAR ENTERPRISES,4TH,K.K10KGS,,"=IF(U3>0,""Cleared"", (TODAY()-A3&""  DAYS PENDING""))","=IF(U3>0,W3-A3 & "" days"", ""PAYMENT NOT RECD"")",33,30,7900,=J3*K3,=300*30,,,,,,=T3-U3,=J3*K3-M3-N3-Q3+O3+P3,230800,6455,2026-07-15,,NAGPUR,IDEAL & CO,,,
JULY - 2026,2026-07-01,SALSAR ENTERPRISES,6TH,K.K10KGS,,"=IF(U4>0,""Cleared"", (TODAY()-A4&""  DAYS PENDING""))","=IF(U4>0,W4-A4 & "" days"", ""PAYMENT NOT RECD"")",34,10,7900,=J4*K4,=300*10,,,,,,=T4-U4,=J4*K4-M4-N4-Q4+O4+P4,79200,RTGS,2026-07-13,,NAGPUR,BHAGYALAKSHMI COMNERCIAL CO,,,
JULY - 2026,2026-07-01,RIDDHE SIDDHE RICE INDUSTRIES PVT LTD,6TH,K.K,,"=IF(U5>0,""Cleared"", (TODAY()-A5&""  DAYS PENDING""))","=IF(U5>0,W5-A5 & "" days"", ""PAYMENT NOT RECD"")",1,30,7900,=J5*K5,=300*30,=L5*4%,,,,,=T5-U5,=J5*K5-M5-N5-Q5+O5+P5,227000,rtgs,2026-07-10,,GADCHIROLLI,KOHINOOR FOOD AGENCIES,,,
JULY - 2026,2026-07-01,RIDDHE SIDDHE RICE INDUSTRIES PVT LTD,6TH,K.K,,"=IF(U6>0,""Cleared"", (TODAY()-A6&""  DAYS PENDING""))","=IF(U6>0,W6-A6 & "" days"", ""PAYMENT NOT RECD"")",2,30,7900,=J6*K6,=300*30,=L6*4%,,,,,=T6-U6,=J6*K6-M6-N6-Q6+O6+P6,226500,rtgs,2026-07-11,,GADCHIROLLI,UMAR & CO,,,
JULY - 2026,2026-07-01,RIDDHE SIDDHE RICE INDUSTRIES PVT LTD,BHADRA,K.K,,"=IF(U7>0,""Cleared"", (TODAY()-A7&""  DAYS PENDING""))","=IF(U7>0,W7-A7 & "" days"", ""PAYMENT NOT RECD"")",3,30,7900,=J7*K7,=300*30,=L7*3%,,,,,=T7-U7,=J7*K7-M7-N7-Q7+O7+P7,228800,rtgs,2026-07-10,,GADCHIROLLI,HTM CORPORATION,,,
JULY - 2026,2026-07-01,RIDDHE SIDDHE RICE INDUSTRIES PVT LTD,MGB,K.MADHURAM,,"=IF(U8>0,""Cleared"", (TODAY()-A8&""  DAYS PENDING""))","=IF(U8>0,W8-A8 & "" days"", ""PAYMENT NOT RECD"")",5,12.16,10800,=J8*K8,=300*12.16,=L8*4%,,,,,=T8-U8,=J8*K8-M8-N8-Q8+O8+P8,126000,RTGS,2026-07-10,,GADCHIROLLI,HIRA TRADERS,,,
JULY - 2026,2026-07-01,RIDDHE SIDDHE RICE INDUSTRIES PVT LTD,MGB,K.MADHURAM,,"=IF(U9>0,""Cleared"", (TODAY()-A9&""  DAYS PENDING""))","=IF(U9>0,W9-A9 & "" days"", ""PAYMENT NOT RECD"")",6,26.4,10800,=J9*K9,=300*26.4,=L9*4%,,,,,=T9-U9,=J9*K9-M9-N9-Q9+O9+P9,273700,RTGS,2026-07-11,,GADCHIROLLI,V.K FOODS,,,
JULY - 2026,2026-07-01,SAI TEJA PARBOILED RICE MILLS (P) LTD,6TH,HMT ST,,"=IF(U10>0,""Cleared"", (TODAY()-A10&""  DAYS PENDING""))","=IF(U10>0,W10-A10 & "" days"", ""PAYMENT NOT RECD"")",1,52,=5485+215,=J10*K10,=215*52,=L10*3%,,,,,=T10-U10,=J10*K10-M10-N10-Q10+O10+P10,285324,rtgs,2026-07-08,,MIRYALGUDA,JAI HANUMAN CORPORATION,,,
JULY - 2026,2026-07-01,SAI TEJA PARBOILED RICE MILLS (P) LTD,6TH,HMT ST,,"=IF(U11>0,""Cleared"", (TODAY()-A11&""  DAYS PENDING""))","=IF(U11>0,W11-A11 & "" days"", ""PAYMENT NOT RECD"")",2,52,=5485+215,=J11*K11,=215*52,=L11*3%,,,,,=T11-U11,=J11*K11-M11-N11-Q11+O11+P11,285324,rtgs,2026-07-11,,MIRYALGUDA,NANJUNDESHWARA AGENCIES,,,
JULY - 2026,2026-07-01,SAI TEJA PARBOILED RICE MILLS (P) LTD,4TH,HMT ST,,"=IF(U12>0,""Cleared"", (TODAY()-A12&""  DAYS PENDING""))","=IF(U12>0,W12-A12 & "" days"", ""PAYMENT NOT RECD"")",3,52,=5485+215,=J12*K12,=215*52,=L12*3%,,,,,=T12-U12,=J12*K12-M12-N12-Q12+O12+P12,285000,rtgs,2026-07-13,,MIRYALGUDA,SHARANABASAVESHWARA TRADING CO,,,
JULY - 2026,2026-07-01,SAI TEJA PARBOILED RICE MILLS (P) LTD,4TH,HMT ST,,"=IF(U13>0,""Cleared"", (TODAY()-A13&""  DAYS PENDING""))","=IF(U13>0,W13-A13 & "" days"", ""PAYMENT NOT RECD"")",4,26,=5485+215,=J13*K13,=215*26,=L13*3%,,,,,=T13-U13,=J13*K13-M13-N13-Q13+O13+P13,142500,rtgs,2026-07-10,,MIRYALGUDA,NATIONAL TRADING CO,,,
JULY - 2026,2026-07-01,SAI TEJA PARBOILED RICE MILLS (P) LTD,5TH,HMT ST,,"=IF(U14>0,""Cleared"", (TODAY()-A14&""  DAYS PENDING""))","=IF(U14>0,W14-A14 & "" days"", ""PAYMENT NOT RECD"")",5,26,=5485+215,=J14*K14,=215*26,=L14*3%,,,,,=T14-U14,=J14*K14-M14-N14-Q14+O14+P14,142550,rtgs,2026-07-08,,MIRYALGUDA,N.MUNISWAMYY REDDY,,,
JULY - 2026,2026-07-01,SAI TEJA PARBOILED RICE MILLS (P) LTD,6TH,HMT ST,,"=IF(U15>0,""Cleared"", (TODAY()-A15&""  DAYS PENDING""))","=IF(U15>0,W15-A15 & "" days"", ""PAYMENT NOT RECD"")",6,15.6,=5485+215,=J15*K15,=215*15.6,=L15*4%,,,,,=T15-U15,=J15*K15-M15-N15-Q15+O15+P15,85600,rtgs,2026-07-08,,MIRYALGUDA,ANNAPURNESHWARI SALES CORPORATION,,,
JULY - 2026,2026-07-01,SAI TEJA PARBOILED RICE MILLS (P) LTD,4TH,HMT ST,,"=IF(U16>0,""Cleared"", (TODAY()-A16&""  DAYS PENDING""))","=IF(U16>0,W16-A16 & "" days"", ""PAYMENT NOT RECD"")",7,20.8,=5485+215,=J16*K16,=215*20.8,=L16*3%,,,,,=T16-U16,=J16*K16-M16-N16-Q16+O16+P16,114000,rtgs,2026-07-13,,MIRYALGUDA,CATER PURE ESSENTIALS PVT LTD,,,
JULY - 2026,2026-07-01,SAI TEJA PARBOILED RICE MILLS (P) LTD,6TH,HMT ST,,"=IF(U17>0,""Cleared"", (TODAY()-A17&""  DAYS PENDING""))","=IF(U17>0,W17-A17 & "" days"", ""PAYMENT NOT RECD"")",8,26,=5485+215,=J17*K17,=215*26,=L17*4%,,,,,=T17-U17,=J17*K17-M17-N17-Q17+O17+P17,142500,rtgs,2026-07-08,,MIRYALGUDA,ESHWARI COMMERICALS,,,
JULY - 2026,2026-07-01,SAI TEJA PARBOILED RICE MILLS (P) LTD,4TH,HMT ST,,"=IF(U18>0,""Cleared"", (TODAY()-A18&""  DAYS PENDING""))","=IF(U18>0,W18-A18 & "" days"", ""PAYMENT NOT RECD"")",9,26,=5485+215,=J18*K18,=215*26,=L18*3%,,,,,=T18-U18,=J18*K18-M18-N18-Q18+O18+P18,143400,rtgs,2026-07-13,,MIRYALGUDA,SONA AGENCIES,,,
JULY - 2026,2026-07-01,SAI TEJA PARBOILED RICE MILLS (P) LTD,4TH,HMT ST,,"=IF(U19>0,""Cleared"", (TODAY()-A19&""  DAYS PENDING""))","=IF(U19>0,W19-A19 & "" days"", ""PAYMENT NOT RECD"")",10,26,=5485+215,=J19*K19,=215*26,=L19*4%,,,,,=T19-U19,=J19*K19-M19-N19-Q19+O19+P19,142500,rtgs,2026-07-08,,MIRYALGUDA,PRINCE TRADING CO,,,
JULY - 2026,2026-07-01,MAHENDRA RICE INDUSTRY,MGB,KOLAM ST,,"=IF(U20>0,""Cleared"", (TODAY()-A20&""  DAYS PENDING""))","=IF(U20>0,W20-A20 & "" days"", ""PAYMENT NOT RECD"")",1,13,=5980+220,=J20*K20,=220*13,=L20*4%,,,,,=T20-U20,=J20*K20-M20-N20-Q20+O20+P20,77421,rtgs,2026-07-04,,MIRYALGUDA,HIRA TRADERS,,,
JULY - 2026,2026-07-01,MAHENDRA RICE INDUSTRY,BHADRA,KOLAM ST,,"=IF(U21>0,""Cleared"", (TODAY()-A21&""  DAYS PENDING""))","=IF(U21>0,W21-A21 & "" days"", ""PAYMENT NOT RECD"")",2,50.96,=5980+220,=J21*K21,=220*50.96,=L21*4%,,,,,=T21-U21,=J21*K21-M21-N21-Q21+O21+P21,303500,rtgs,2026-07-08,,MIRYALGUDA,GSS CASH BUSINESS,,,
JULY - 2026,2026-07-01,MAHENDRA RICE INDUSTRY,4TH,KOLAM ST,,"=IF(U22>0,""Cleared"", (TODAY()-A22&""  DAYS PENDING""))","=IF(U22>0,W22-A22 & "" days"", ""PAYMENT NOT RECD"")",3,31.98,=5980+220,=J22*K22,=220*31.98,=L22*3%,,,,,=T22-U22,=J22*K22-M22-N22-Q22+O22+P22,192500,rtgs,2026-07-15,,MIRYALGUDA,SHARANABASAVESHWARA TRADING CO,,,
JULY - 2026,2026-07-01,MAHENDRA RICE INDUSTRY,4TH,BROKENS,,"=IF(U23>0,""Cleared"", (TODAY()-A23&""  DAYS PENDING""))","=IF(U23>0,W23-A23 & "" days"", ""PAYMENT NOT RECD"")",4,55.38,=3580+220,=J23*K23,=220*55.38,=L23*3%,,,,,=T23-U23,=J23*K23-M23-N23-Q23+O23+P23,203500,rtgs,2026-07-13,,MIRYALGUDA,P.V.N ENTERPRISES,,,
JULY - 2026,2026-07-01,MAHENDRA RICE INDUSTRY,4TH,KOLAM ST,,"=IF(U24>0,""Cleared"", (TODAY()-A24&""  DAYS PENDING""))","=IF(U24>0,W24-A24 & "" days"", ""PAYMENT NOT RECD"")",4,29.9,=5980+220,=J24*K24,=220*29.9,=L24*3%,,,,,=T24-U24,=J24*K24-M24-N24-Q24+O24+P24,178500,rtgs,2026-07-13,,MIRYALGUDA,P.V.N ENTERPRISES,,,
JULY - 2026,2026-07-01,MAHENDRA RICE INDUSTRY,6TH,KOLAM RAW,,"=IF(U25>0,""Cleared"", (TODAY()-A25&""  DAYS PENDING""))","=IF(U25>0,W25-A25 & "" days"", ""PAYMENT NOT RECD"")",5,39,=7280+220,=J25*K25,=220*39,=L25*3%,,,,,=T25-U25,=J25*K25-M25-N25-Q25+O25+P25,282500,rtgs,2026-07-14,,MIRYALGUDA,RAGHURAM ENTERPRISES,,,
JULY - 2026,2026-07-01,MAHENDRA RICE INDUSTRY,4TH,KOLAM RAW,,"=IF(U26>0,""Cleared"", (TODAY()-A26&""  DAYS PENDING""))","=IF(U26>0,W26-A26 & "" days"", ""PAYMENT NOT RECD"")",6,16.12,=7280+220,=J26*K26,=220*16.12,=L26*4%,,,,,=T26-U26,=J26*K26-M26-N26-Q26+O26+P26,116500,rtgs,2026-07-10,,MIRYALGUDA,NATIONAL TRADING CO,,,
JULY - 2026,2026-07-01,MAHENDRA RICE INDUSTRY,MGB,KOLAM RAW,,"=IF(U27>0,""Cleared"", (TODAY()-A27&""  DAYS PENDING""))","=IF(U27>0,W27-A27 & "" days"", ""PAYMENT NOT RECD"")",7,52,=7280+220,=J27*K27,=220*52,=L27*4%,,,,,=T27-U27,=J27*K27-M27-N27-Q27+O27+P27,378200,rtgs,2026-07-11,,MIRYALGUDA,V.K FOODS,,,
JULY - 2026,2026-07-01,MAHENDRA RICE INDUSTRY,4TH,KOLAM ST,,"=IF(U28>0,""Cleared"", (TODAY()-A28&""  DAYS PENDING""))","=IF(U28>0,W28-A28 & "" days"", ""PAYMENT NOT RECD"")",8,29.9,=5980+220,=J28*K28,=220*29.9,=L28*4%,,,,,=T28-U28,=J28*K28-M28-N28-Q28+O28+P28,179000,rtgs,2026-07-08,,MIRYALGUDA,PRINCE TRADING CO,,,
JULY - 2026,2026-07-01,MAHENDRA RICE INDUSTRY,NT PET,KOLAM ST,,"=IF(U29>0,""Cleared"", (TODAY()-A29&""  DAYS PENDING""))","=IF(U29>0,W29-A29 & "" days"", ""PAYMENT NOT RECD"")",9,34.06,=5980+220,=J29*K29,=220*34.06,=L29*4%,,,,,=T29-U29,=J29*K29-M29-N29-Q29+O29+P29,204200,rtgs,2026-07-11,,MIRYALGUDA,ADAM TRADERS,,,
MT,2026-07-06,BHAGWATI RICE AND AGRO INDUSTRIES,KANKAPURA,K.K,METERO CASH & CARRY PVT LTD,"=IF(U2>0,""Cleared"", (TODAY()-A2&""  DAYS PENDING""))","=IF(U2>0,W2-A2 & "" days"", ""PAYMENT NOT RECD"")",507,350.1,8016,=J2*K2,=360*350.1,=L2*4%,,,,,=T2-U2,=J2*K2-M2-N2-Q2+O2+P2,,,,,GADCHIROLLI,METERO CASH & CARRY PVT LTD,,,
MT,2026-07-06,BHAGWATI RICE AND AGRO INDUSTRIES,YPR,K.K,METERO CASH & CARRY PVT LTD,"=IF(U3>0,""Cleared"", (TODAY()-A3&""  DAYS PENDING""))","=IF(U3>0,W3-A3 & "" days"", ""PAYMENT NOT RECD"")",508,350.1,8016,=J3*K3,=360*350.1,=L3*4%,,,,,=T3-U3,=J3*K3-M3-N3-Q3+O3+P3,,,,,GADCHIROLLI,METERO CASH & CARRY PVT LTD,,,
MT,2026-07-11,BHAGWATI RICE AND AGRO INDUSTRIES,HASSAN,K.K,METERO CASH & CARRY PVT LTD,"=IF(U4>0,""Cleared"", (TODAY()-A4&""  DAYS PENDING""))","=IF(U4>0,W4-A4 & "" days"", ""PAYMENT NOT RECD"")",522,350.1,8016,=J4*K4,=360*350.1,=L4*4%,,,,,=T4-U4,=J4*K4-M4-N4-Q4+O4+P4,,,,,GADCHIROLLI,METERO CASH & CARRY PVT LTD,,,
